pr_id,repository_name,title_length,description_length,files_changed,lines_added,lines_deleted,time_to_merge,num_commits,is_bug_fix,num_comments,num_reviewers,merge_status,author_experience,author_tenure,author_contributions,review_time,num_approvals,review_sentiment_score,security_issues,code_quality_issues,number_of_line_of_code,average_number_of_lines_of_code,average_cyclomatic_complexity_number,average_token_count,function_count,warning_count,function_rate,number_of_line_of_code_rate
18402,django,13,793,1,1,1,,1,False,3,1,False,0,139.83333333333334,,0.0738888888888888,0,0.0,"Run started:2024-08-23 16:37:52.944604

Test results:
>> Issue: [B403:blacklist] Consider possible security implications associated with pickle module.
   Severity: Low   Confidence: High
   CWE: CWE-502 (https://cwe.mitre.org/data/definitions/502.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/blacklists/blacklist_imports.html#b403-import-pickle
   Location: C:\Users\user\AppData\Local\Temp\tmp_hxfpbxx.py:4:0
3	import logging
4	import pickle
5	import posixpath

--------------------------------------------------
>> Issue: [B301:blacklist] Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.
   Severity: Medium   Confidence: High
   CWE: CWE-502 (https://cwe.mitre.org/data/definitions/502.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/blacklists/blacklist_calls.html#b301-pickle
   Location: C:\Users\user\AppData\Local\Temp\tmp_hxfpbxx.py:105:8
104	    try:
105	        pickle.loads(pickle.dumps(obj))
106	    except (AttributeError, TypeError, pickle.PickleError):

--------------------------------------------------

Code scanned:
	Total lines of code: 1551
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 1
		Medium: 1
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 2
Files skipped (0):
",No major code quality issues found.,1383.0,10.1,2.8,57.8,117.0,0.0,0.0,0.0
18400,django,100,410,1,8,6,716.5569444444444,1,False,0,1,True,7,68.1,,701.3608333333333,1,0.0,"Run started:2024-08-23 16:38:40.770648

Test results:
	No issues identified.

Code scanned:
	Total lines of code: 487
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 0
Files skipped (0):
",No major code quality issues found.,487.0,2.7,1.3,24.3,6.0,0.0,0.0,0.0
18398,django,98,98,1,21,17,35.97833333333333,1,False,2,3,True,1552,141.96666666666667,,44.94138888888889,2,0.0,"Run started:2024-08-23 16:39:41.421591

Test results:
>> Issue: [B403:blacklist] Consider possible security implications associated with pickle module.
   Severity: Low   Confidence: High
   CWE: CWE-502 (https://cwe.mitre.org/data/definitions/502.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/blacklists/blacklist_imports.html#b403-import-pickle
   Location: C:\Users\user\AppData\Local\Temp\tmpluz04n53.py:2:0
1	import datetime
2	import pickle
3	import unittest

--------------------------------------------------
>> Issue: [B301:blacklist] Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.
   Severity: Medium   Confidence: High
   CWE: CWE-502 (https://cwe.mitre.org/data/definitions/502.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/blacklists/blacklist_calls.html#b301-pickle
   Location: C:\Users\user\AppData\Local\Temp\tmpluz04n53.py:1006:25
1005	        expr.convert_value  # populate cached property
1006	        self.assertEqual(pickle.loads(pickle.dumps(expr)), expr)
1007	

--------------------------------------------------

Code scanned:
	Total lines of code: 2463
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 1
		Medium: 1
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 2
Files skipped (0):
",No major code quality issues found.,2435.0,11.3,1.4,89.7,204.0,0.0,0.0,0.0
18396,django,38,230,3,10,1,24.91611111111111,1,False,0,1,True,1552,141.93333333333334,,24.910833333333333,1,0.0,"Run started:2024-08-23 16:40:11.233907

Test results:
>> Issue: [B101:assert_used] Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
   Severity: Low   Confidence: High
   CWE: CWE-703 (https://cwe.mitre.org/data/definitions/703.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b101_assert_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmpcadcys42.py:152:8
151	        been_here = getattr(self, ""been_saved"", False)
152	        assert not been_here, ""save_form_data called more than once""
153	        setattr(self, ""been_saved"", True)

--------------------------------------------------

Code scanned:
	Total lines of code: 354
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 1
		Medium: 0
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 1
Files skipped (0):

Run started:2024-08-23 16:40:22.766579

Test results:
	No issues identified.

Code scanned:
	Total lines of code: 3086
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 0
Files skipped (1):
	C:\Users\user\AppData\Local\Temp\tmpyqntl02t.py (syntax error while parsing AST from file)
","No major code quality issues found.
No major code quality issues found.
No major code quality issues found.",2946.0,15.1,1.1,95.7,178.0,0.0,0.0,0.0
18394,django,55,1167,1,5,6,47.69888888888889,1,False,2,1,True,8,135.23333333333332,,0.8897222222222222,1,0.0575,"Run started:2024-08-23 16:40:38.548506

Test results:
	No issues identified.

Code scanned:
	Total lines of code: 86
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 0
Files skipped (0):
",No major code quality issues found.,77.0,10.5,3.0,55.8,6.0,0.0,0.0,0.0
18389,django,34,1020,3,9,4,,2,False,0,1,False,0,19.7,,0.0788888888888888,0,0.0,"Run started:2024-08-23 16:41:39.758150

Test results:
	No issues identified.

Code scanned:
	Total lines of code: 142
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 0
Files skipped (0):

Run started:2024-08-23 16:41:42.539152

Test results:
	No issues identified.

Code scanned:
	Total lines of code: 109
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 0
Files skipped (0):

Run started:2024-08-23 16:41:46.026069

Test results:
>> Issue: [B106:hardcoded_password_funcarg] Possible hardcoded password: 'test_password'
   Severity: Low   Confidence: Medium
   CWE: CWE-259 (https://cwe.mitre.org/data/definitions/259.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b106_hardcoded_password_funcarg.html
   Location: C:\Users\user\AppData\Local\Temp\tmpkupwod07.py:124:8
123	        ]
124	        self.client.login(username=""test_user"", password=""test_password"")
125	        for path in paths:

--------------------------------------------------

Code scanned:
	Total lines of code: 164
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 1
		Medium: 0
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 1
		High: 0
Files skipped (0):
","No major code quality issues found.
No major code quality issues found.
No major code quality issues found.",164.0,6.2,1.3,36.7,22.0,0.0,0.0,0.0
18384,django,84,670,2,12,4,91.99722222222222,1,False,2,3,True,2,99.2,,101.44416666666666,2,0.0,"Run started:2024-08-23 16:42:17.892733

Test results:
>> Issue: [B101:assert_used] Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
   Severity: Low   Confidence: High
   CWE: CWE-703 (https://cwe.mitre.org/data/definitions/703.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b101_assert_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmp4nbqkdaj.py:250:8
249	        annotations = {}
250	        assert not (self.query.select and self.query.default_cols)
251	        select_mask = self.query.get_select_mask()

--------------------------------------------------
>> Issue: [B611:django_rawsql_used] Use of RawSQL potential SQL attack vector.
   Severity: Medium   Confidence: Medium
   CWE: CWE-89 (https://cwe.mitre.org/data/definitions/89.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b611_django_rawsql_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmp4nbqkdaj.py:272:28
271	                *(
272	                    (alias, RawSQL(*args))
273	                    for alias, args in self.query.extra_select.items()

--------------------------------------------------
>> Issue: [B611:django_rawsql_used] Use of RawSQL potential SQL attack vector.
   Severity: Medium   Confidence: Medium
   CWE: CWE-89 (https://cwe.mitre.org/data/definitions/89.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b611_django_rawsql_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmp4nbqkdaj.py:437:24
436	                    OrderBy(
437	                        RawSQL(
438	                            ""%s.%s"" % (self.quote_name_unless_alias(table), col), []
439	                        ),
440	                        descending=descending,

--------------------------------------------------
>> Issue: [B611:django_rawsql_used] Use of RawSQL potential SQL attack vector.
   Severity: Medium   Confidence: Medium
   CWE: CWE-89 (https://cwe.mitre.org/data/definitions/89.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b611_django_rawsql_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmp4nbqkdaj.py:450:37
449	                        OrderBy(
450	                            Ref(col, RawSQL(*self.query.extra[col])),
451	                            descending=descending,

--------------------------------------------------
>> Issue: [B611:django_rawsql_used] Use of RawSQL potential SQL attack vector.
   Severity: Medium   Confidence: Medium
   CWE: CWE-89 (https://cwe.mitre.org/data/definitions/89.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b611_django_rawsql_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmp4nbqkdaj.py:457:32
456	                    yield (
457	                        OrderBy(RawSQL(*self.query.extra[col]), descending=descending),
458	                        False,

--------------------------------------------------
>> Issue: [B608:hardcoded_sql_expressions] Possible SQL injection vector through string-based query construction.
   Severity: Medium   Confidence: Low
   CWE: CWE-89 (https://cwe.mitre.org/data/definitions/89.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b608_hardcoded_sql_expressions.html
   Location: C:\Users\user\AppData\Local\Temp\tmp4nbqkdaj.py:642:27
641	            if not features.supports_parentheses_in_compound:
642	                part_sql = ""SELECT * FROM ({})"".format(part_sql)
643	            # Add parentheses when combining with compound query if not

--------------------------------------------------
>> Issue: [B608:hardcoded_sql_expressions] Possible SQL injection vector through string-based query construction.
   Severity: Medium   Confidence: Low
   CWE: CWE-89 (https://cwe.mitre.org/data/definitions/89.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b608_hardcoded_sql_expressions.html
   Location: C:\Users\user\AppData\Local\Temp\tmp4nbqkdaj.py:967:23
966	                        sub_params.extend(subparams)
967	                return ""SELECT %s FROM (%s) subquery"" % (
968	                    "", "".join(sub_selects),
969	                    "" "".join(result),
970	                ), tuple(sub_params + params)
971	

--------------------------------------------------
>> Issue: [B611:django_rawsql_used] Use of RawSQL potential SQL attack vector.
   Severity: Medium   Confidence: Medium
   CWE: CWE-89 (https://cwe.mitre.org/data/definitions/89.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b611_django_rawsql_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmp4nbqkdaj.py:1629:28
1628	            rhs = ""%s.%s"" % (qn(alias), qn2(columns[index]))
1629	            query.where.add(RawSQL(""%s = %s"" % (lhs_sql, rhs), lhs_params), AND)
1630	

--------------------------------------------------
>> Issue: [B101:assert_used] Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
   Severity: Low   Confidence: High
   CWE: CWE-703 (https://cwe.mitre.org/data/definitions/703.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b101_assert_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmp4nbqkdaj.py:1838:8
1837	    def execute_sql(self, returning_fields=None):
1838	        assert not (
1839	            returning_fields
1840	            and len(self.query.objs) != 1
1841	            and not self.connection.features.can_return_rows_from_bulk_insert
1842	        )
1843	        opts = self.query.get_meta()

--------------------------------------------------
>> Issue: [B101:assert_used] Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
   Severity: Low   Confidence: High
   CWE: CWE-703 (https://cwe.mitre.org/data/definitions/703.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b101_assert_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmp4nbqkdaj.py:1858:16
1857	            elif self.connection.features.can_return_columns_from_insert:
1858	                assert len(self.query.objs) == 1
1859	                rows = [

--------------------------------------------------
>> Issue: [B608:hardcoded_sql_expressions] Possible SQL injection vector through string-based query construction.
   Severity: Medium   Confidence: Low
   CWE: CWE-89 (https://cwe.mitre.org/data/definitions/89.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b608_hardcoded_sql_expressions.html
   Location: C:\Users\user\AppData\Local\Temp\tmp4nbqkdaj.py:1911:17
1910	    def _as_sql(self, query):
1911	        delete = ""DELETE FROM %s"" % self.quote_name_unless_alias(query.base_table)
1912	        try:

--------------------------------------------------
>> Issue: [B611:django_rawsql_used] Use of RawSQL potential SQL attack vector.
   Severity: Medium   Confidence: Medium
   CWE: CWE-89 (https://cwe.mitre.org/data/definitions/89.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b611_django_rawsql_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmp4nbqkdaj.py:1938:21
1937	            sql, params = innerq.get_compiler(connection=self.connection).as_sql()
1938	            innerq = RawSQL(""SELECT * FROM (%s) subquery"" % sql, params)
1939	        outerq.add_filter(""pk__in"", innerq)

--------------------------------------------------
>> Issue: [B608:hardcoded_sql_expressions] Possible SQL injection vector through string-based query construction.
   Severity: Medium   Confidence: Low
   CWE: CWE-89 (https://cwe.mitre.org/data/definitions/89.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b608_hardcoded_sql_expressions.html
   Location: C:\Users\user\AppData\Local\Temp\tmp4nbqkdaj.py:1938:28
1937	            sql, params = innerq.get_compiler(connection=self.connection).as_sql()
1938	            innerq = RawSQL(""SELECT * FROM (%s) subquery"" % sql, params)
1939	        outerq.add_filter(""pk__in"", innerq)

--------------------------------------------------
>> Issue: [B608:hardcoded_sql_expressions] Possible SQL injection vector through string-based query construction.
   Severity: Medium   Confidence: Low
   CWE: CWE-89 (https://cwe.mitre.org/data/definitions/89.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b608_hardcoded_sql_expressions.html
   Location: C:\Users\user\AppData\Local\Temp\tmp4nbqkdaj.py:2113:14
2112	        ).as_sql(with_col_aliases=True)
2113	        sql = ""SELECT %s FROM (%s) subquery"" % (sql, inner_query_sql)
2114	        params += inner_query_params

--------------------------------------------------

Code scanned:
	Total lines of code: 1766
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 3
		Medium: 11
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 5
		Medium: 6
		High: 3
Files skipped (0):

Run started:2024-08-23 16:42:22.562683

Test results:
>> Issue: [B403:blacklist] Consider possible security implications associated with pickle module.
   Severity: Low   Confidence: High
   CWE: CWE-502 (https://cwe.mitre.org/data/definitions/502.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/blacklists/blacklist_imports.html#b403-import-pickle
   Location: C:\Users\user\AppData\Local\Temp\tmpafu20ue6.py:3:0
2	import datetime
3	import pickle
4	from operator import attrgetter

--------------------------------------------------
>> Issue: [B301:blacklist] Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.
   Severity: Medium   Confidence: High
   CWE: CWE-502 (https://cwe.mitre.org/data/definitions/502.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/blacklists/blacklist_calls.html#b301-pickle
   Location: C:\Users\user\AppData\Local\Temp\tmpafu20ue6.py:678:38
677	        self.assertIn(""path_infos"", foreign_object_rel.__dict__)
678	        foreign_object_rel_restored = pickle.loads(pickle.dumps(foreign_object_rel))
679	        self.assertNotIn(""path_infos"", foreign_object_rel_restored.__dict__)

--------------------------------------------------
>> Issue: [B301:blacklist] Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.
   Severity: Medium   Confidence: High
   CWE: CWE-502 (https://cwe.mitre.org/data/definitions/502.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/blacklists/blacklist_calls.html#b301-pickle
   Location: C:\Users\user\AppData\Local\Temp\tmpafu20ue6.py:695:34
694	        self.assertIn(""reverse_path_infos"", foreign_object.__dict__)
695	        foreign_object_restored = pickle.loads(pickle.dumps(foreign_object))
696	        self.assertIn(""path_infos"", foreign_object_restored.__dict__)

--------------------------------------------------

Code scanned:
	Total lines of code: 600
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 1
		Medium: 2
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 3
Files skipped (0):
","No major code quality issues found.
No major code quality issues found.",573.0,13.5,1.3,101.1,40.0,0.0,0.0,0.0
18380,django,56,55,2,10,0,8.293333333333333,1,False,0,2,True,3463,168.23333333333332,,8.75138888888889,2,0.0,"Run started:2024-08-23 16:42:55.205722

Test results:
>> Issue: [B101:assert_used] Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
   Severity: Low   Confidence: High
   CWE: CWE-703 (https://cwe.mitre.org/data/definitions/703.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b101_assert_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmpod3m2kjh.py:208:8

--------------------------------------------------
>> Issue: [B101:assert_used] Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
   Severity: Low   Confidence: High
   CWE: CWE-703 (https://cwe.mitre.org/data/definitions/703.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b101_assert_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmpod3m2kjh.py:1353:8

--------------------------------------------------

Code scanned:
	Total lines of code: 1705
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 2
		Medium: 0
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 2
Files skipped (0):

Run started:2024-08-23 16:43:00.319027

Test results:
>> Issue: [B403:blacklist] Consider possible security implications associated with pickle module.
   Severity: Low   Confidence: High
   CWE: CWE-502 (https://cwe.mitre.org/data/definitions/502.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/blacklists/blacklist_imports.html#b403-import-pickle
   Location: C:\Users\user\AppData\Local\Temp\tmpbbudi17y.py:2:0
1	import datetime
2	import pickle
3	import unittest

--------------------------------------------------
>> Issue: [B301:blacklist] Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.
   Severity: Medium   Confidence: High
   CWE: CWE-502 (https://cwe.mitre.org/data/definitions/502.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/blacklists/blacklist_calls.html#b301-pickle
   Location: C:\Users\user\AppData\Local\Temp\tmpbbudi17y.py:1006:25
1005	        expr.convert_value  # populate cached property
1006	        self.assertEqual(pickle.loads(pickle.dumps(expr)), expr)
1007	

--------------------------------------------------

Code scanned:
	Total lines of code: 2463
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 1
		Medium: 1
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 2
Files skipped (0):
","No major code quality issues found.
No major code quality issues found.",2435.0,11.3,1.4,89.7,204.0,0.0,0.0,0.0
18373,django,77,376,1,0,0,4.469722222222222,1,False,0,1,True,97,180.83333333333331,,0.0669444444444444,1,0.0,"Run started:2024-08-23 16:44:58.129359

Test results:
	No issues identified.

Code scanned:
	Total lines of code: 83
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 0
Files skipped (0):
",No major code quality issues found.,83.0,5.5,1.0,46.3,12.0,0.0,0.0,0.0
18370,django,32,767,1,4,4,155.35972222222222,1,False,0,2,True,1,80.13333333333334,,137.86833333333334,1,0.0,"Run started:2024-08-23 16:45:22.582249

Test results:
	No issues identified.

Code scanned:
	Total lines of code: 236
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 0
Files skipped (0):
",No major code quality issues found.,193.0,7.7,2.9,42.6,19.0,1.0,0.05,0.4
